10,"[0.3146417  0.09670474 0.18127272 0.12961677 0.07324858 0.19374562
 0.18552229 0.30560027 0.36671116 0.25465017 0.42647025 0.35244386
 0.23210148 0.22076906 0.14965246 0.2021199  0.35708437 0.05600299
 0.18839179 0.26031409 0.13637358 0.16705314 0.12072492 0.28667349
 0.59715278 0.15660068 0.34546717 0.18552761 0.1456585  0.08319694
 0.0638971  0.23608173 0.50715745 0.08587617 0.01829686 0.05757435
 0.08672574 0.08833113 0.07006538 0.59404522 0.43185835 0.02274297
 0.0124371  0.0245989  0.21778379 0.10000052 0.03255348 0.33522548]",siamese,['siamese']
11,"[0.2990399  0.14170551 0.11428093 0.11546741 0.09491664 0.20108518
 0.3683611  0.22703446 0.26676857 0.27430261 0.53858142 0.30728673
 0.11138278 0.16953359 0.21316909 0.09965731 0.46724438 0.16401876
 0.20077046 0.16357179 0.19544622 0.23953636 0.54984199 0.14010951
 0.29407854 0.11061464 0.2347145  0.13667808 0.04552885 0.22731093
 0.18474103 0.09909732 0.60532171 0.14887884 0.09249366 0.05214462
 0.09419759 0.03987117 0.59501126 0.09134757 0.34174318 0.17872718
 0.13696539 0.08587892 0.16440644 0.14647714 0.02926869 0.05561195]",siamese,['ragdoll']
12,"[0.40880135 0.17359301 0.17538646 0.22196626 0.11445759 0.15558057
 0.22458997 0.33466449 0.42247123 0.33943054 0.22350424 0.13874418
 0.19000344 0.20591776 0.1662682  0.23221326 0.14107509 0.10411737
 0.28372644 0.32078776 0.15381631 0.19070252 0.12973383 0.43128129
 0.51351919 0.33204519 0.32387446 0.12183752 0.04278299 0.03168146
 0.03202248 0.15948679 0.30615662 0.30815432 0.435365   0.45821013
 0.21596068 0.08187053 0.19606578 0.30145937 0.1406997  0.38932717
 0.23406409 0.         0.02812349 0.         0.03797552 0.02752015]",siamese,['siamese']
13,"[0.52437022 0.13054962 0.068231   0.17543593 0.12709675 0.24090096
 0.50543952 0.30739386 0.24390883 0.22799537 0.24534031 0.14637262
 0.06581331 0.12836415 0.12907346 0.13361725 0.72736213 0.09906374
 0.04394673 0.02204092 0.03261242 0.05350916 0.3512225  0.23461701
 0.37466037 0.27276377 0.23073234 0.05339958 0.01146838 0.01916943
 0.02838131 0.06496553 0.83322753 0.09137868 0.06595425 0.05288832
 0.00804817 0.04841444 0.27542256 0.08871909 0.44219842 0.05783833
 0.05804297 0.02498927 0.01398712 0.00981689 0.         0.03044858]",siamese,['rblue']
14,"[0.45772282 0.10778171 0.08824223 0.15156012 0.27653666 0.18332805
 0.35506502 0.31957627 0.41145003 0.30029955 0.2911541  0.11972163
 0.10069466 0.13344125 0.10837783 0.10755111 0.62534309 0.04195746
 0.08018252 0.18297887 0.2685091  0.19577624 0.1610558  0.12079658
 0.48683686 0.30015452 0.28891636 0.07017405 0.00846252 0.02521037
 0.00178269 0.0104186  0.95565258 0.01484455 0.00566521 0.01156299
 0.01997033 0.00797815 0.00694741 0.00321929 0.27516393 0.09799086
 0.         0.01652373 0.00107389 0.00968135 0.         0.01164437]",siamese,['siamese']
15,"[4.65038722e-01 1.55464411e-01 1.29895503e-01 9.13755295e-02
 1.20908341e-01 2.23834463e-01 3.27165906e-01 3.50587568e-01
 2.67756270e-01 2.73406067e-01 3.42673560e-01 2.77315116e-01
 1.03835867e-01 8.43745470e-02 8.88764282e-02 2.70378435e-01
 5.85445153e-01 1.06600672e-01 5.81150907e-02 8.02971512e-02
 2.09508175e-01 3.58108380e-01 3.33015575e-01 3.75830911e-01
 3.36168437e-01 5.15764833e-02 3.23791487e-02 8.59579099e-02
 5.10956931e-02 5.95888825e-02 1.08511791e-01 2.64081052e-01
 4.75381641e-01 6.20614583e-02 1.27714576e-01 8.29189559e-02
 1.30120159e-01 1.46006875e-01 2.68898445e-01 7.05543302e-01
 3.64823511e-01 7.03972120e-03 1.15790748e-02 1.96085204e-03
 3.75163378e-04 9.23995678e-04 7.30911748e-02 3.61364669e-04]",siamese,['siamese']
16,"[0.39513773 0.13977648 0.17521577 0.20833541 0.1019347  0.2402366
 0.34886234 0.39748715 0.36161525 0.2043154  0.31479649 0.25788075
 0.12749782 0.12949993 0.08497512 0.15512203 0.61293903 0.13619984
 0.05273951 0.21645052 0.08095163 0.20806494 0.14333427 0.19472098
 0.50972539 0.23632549 0.32711503 0.11173325 0.03030814 0.03577585
 0.05622112 0.08544193 0.65751489 0.15716743 0.03232053 0.11111077
 0.         0.01947442 0.05431464 0.06763795 0.69461713 0.02914185
 0.         0.         0.03286978 0.06368166 0.09721334 0.1541094 ]",siamese,['siamese']
17,"[0.32349864 0.15375981 0.14754724 0.12162566 0.12744829 0.24239243
 0.3663595  0.27976018 0.31202016 0.30969134 0.43501002 0.27201896
 0.15304423 0.18105187 0.15816363 0.09974956 0.1400017  0.07890038
 0.10526761 0.2415928  0.1809551  0.02721256 0.06763846 0.19914606
 0.45195461 0.35961964 0.66751368 0.16036376 0.13580475 0.04501158
 0.03521898 0.02041708 0.         0.         0.25257552 0.05183422
 0.0100569  0.28421224 0.34475446 0.41224631 0.61250574 0.40438117
 0.06857283 0.1304794  0.04388045 0.02619236 0.02850205 0.        ]",siamese,['siamese']
18,"[5.31224768e-01 1.05308964e-01 1.68012369e-01 1.81672326e-01
 1.38373648e-01 1.87302092e-01 3.68127461e-01 2.90962941e-01
 3.44197909e-01 2.28339528e-01 2.00762295e-01 1.76981762e-01
 1.81168370e-01 1.44141695e-01 1.84325294e-01 2.03117880e-01
 6.55717797e-01 8.72020843e-02 1.17816435e-01 2.94264231e-01
 2.23665587e-01 1.40090461e-01 1.54776207e-01 2.42928835e-01
 4.61254031e-01 2.06147548e-01 1.37552549e-01 1.63778151e-01
 1.16410333e-02 1.72060841e-02 6.71388451e-02 5.83165958e-02
 7.05385055e-01 2.15356201e-01 1.72732842e-01 0.00000000e+00
 9.61403177e-02 5.21219979e-02 3.52643086e-04 2.93468875e-01
 5.52625054e-01 7.17749590e-02 1.65453616e-02 1.30529634e-02
 1.07427521e-02 2.65294430e-02 8.62041039e-02 9.43007856e-02]",siamese,['siamese']
19,"[0.40508261 0.1847156  0.10440698 0.06682253 0.24876581 0.20245201
 0.22786675 0.31721239 0.23661917 0.35084178 0.36363924 0.19324181
 0.10220501 0.21080564 0.21869654 0.28219926 0.46498193 0.05666311
 0.05490397 0.04372461 0.16499449 0.20841972 0.14954212 0.65358352
 0.23783754 0.36046819 0.18280836 0.08630157 0.01953325 0.01707341
 0.07267294 0.1487727  0.00457568 0.08505219 0.25636048 0.18636635
 0.26846806 0.25921075 0.29894579 0.79087422 0.16233408 0.02659166
 0.09407683 0.04332747 0.         0.         0.00432703 0.01924159]",siamese,['siamese']
20,"[0.27957559 0.09618205 0.25214591 0.14074672 0.14498771 0.21786075
 0.34190472 0.39744553 0.31742964 0.29515616 0.36053364 0.13941161
 0.1746864  0.21396804 0.19648855 0.18343535 0.18401155 0.00138776
 0.20456992 0.21028197 0.27109361 0.21761575 0.23422446 0.55236674
 0.35215547 0.24766588 0.33294362 0.02269553 0.         0.06431806
 0.05687341 0.30848369 0.26392709 0.         0.26562952 0.00913973
 0.11205787 0.30031425 0.28273547 0.34053146 0.32210074 0.50818962
 0.41039019 0.10869961 0.         0.04686245 0.0021307  0.12888505]",siamese,['siamese']
21,"[0.56101037 0.14244305 0.16631219 0.11410176 0.15439365 0.28313423
 0.26680965 0.38133997 0.25889224 0.21409484 0.19181376 0.1738943
 0.11425822 0.12448859 0.15585917 0.26636527 0.64303896 0.15647672
 0.07875388 0.04752516 0.07095386 0.05149193 0.23600176 0.58005293
 0.2083323  0.13264317 0.10333929 0.12116446 0.03290566 0.0319202
 0.0490453  0.25069405 0.46108218 0.03486638 0.10038629 0.04114766
 0.12837658 0.         0.15164205 0.58083402 0.20967046 0.05000667
 0.02568549 0.00519673 0.         0.01278689 0.06201487 0.58856991]",siamese,['rblue']
22,"[0.4475004  0.19927022 0.14511119 0.20544016 0.16489469 0.15973638
 0.32251603 0.34770888 0.31403112 0.32029076 0.31334134 0.13575792
 0.12272181 0.20522788 0.13905291 0.15753815 0.65114551 0.2128045
 0.06503921 0.0608793  0.04680926 0.12319251 0.30725451 0.5344301
 0.24106913 0.08092208 0.05688122 0.13904246 0.05225962 0.0976011
 0.01677473 0.16009247 0.60648371 0.11385022 0.0781587  0.15978099
 0.0993775  0.22684425 0.23126117 0.58180592 0.18478843 0.07916609
 0.06003445 0.04980085 0.         0.02103846 0.02432672 0.2944998 ]",siamese,['siamese']
23,"[0.43431085 0.07928319 0.11897416 0.22640349 0.08292037 0.10137416
 0.36413536 0.26144199 0.40957551 0.40571682 0.26675212 0.14967207
 0.11801892 0.13811147 0.1693943  0.18428662 0.40198212 0.09035226
 0.16314032 0.27853602 0.12834528 0.19318074 0.33920586 0.32921893
 0.47007579 0.38319814 0.15606861 0.23255524 0.03540103 0.02677023
 0.02418666 0.00253986 0.76631541 0.15502693 0.13808709 0.
 0.07083305 0.06353347 0.00493422 0.1834414  0.4671406  0.32921737
 0.00875888 0.01486775 0.         0.00297935 0.00439492 0.        ]",siamese,['siamese']
24,"[5.89153611e-01 1.49390453e-01 2.13426555e-01 2.35297827e-01
 2.02359258e-01 1.92800751e-01 2.78885317e-01 3.04976198e-01
 3.53723123e-01 1.88620452e-01 1.53691510e-01 1.38478946e-01
 1.37937075e-01 8.97757278e-02 1.14419880e-01 1.92567404e-01
 6.35049096e-01 1.32168232e-01 1.12391177e-01 2.09287280e-01
 3.30489206e-01 2.28767537e-01 8.20324628e-02 3.40095496e-01
 4.64115606e-01 1.13796769e-01 2.64359524e-02 2.07080459e-02
 2.74627438e-04 0.00000000e+00 1.49933023e-02 9.56751334e-02
 4.22929204e-01 5.65601339e-02 0.00000000e+00 1.03143744e-01
 1.54070846e-01 1.59963789e-01 1.50051970e-02 3.96259575e-01
 7.73047719e-01 3.41725730e-02 1.71517489e-02 3.53160614e-02
 5.82825388e-04 0.00000000e+00 0.00000000e+00 2.01958978e-02]",siamese,['siamese']
25,"[0.30302218 0.13040862 0.10508721 0.22579374 0.1534771  0.18859792
 0.26444946 0.44696645 0.39780763 0.34962049 0.30718236 0.1650352
 0.14835018 0.16433616 0.14737717 0.16580382 0.45941121 0.04055079
 0.05340379 0.03227427 0.06233448 0.08087563 0.05227045 0.11076312
 0.62624056 0.39778853 0.34317421 0.21491826 0.06360569 0.03653252
 0.04608281 0.19000255 0.97761722 0.02182434 0.01038412 0.02789802
 0.01594341 0.00675277 0.00999921 0.03717591 0.13852406 0.07397834
 0.06261065 0.00469282 0.0010271  0.00441835 0.03186082 0.10714846]",siamese,['siamese']
26,"[0.35184643 0.25021118 0.16480821 0.21213725 0.16014528 0.23502732
 0.27012155 0.28517619 0.32416374 0.34261427 0.28549835 0.2215886
 0.27624401 0.17291382 0.12954935 0.1737486  0.28157454 0.39590251
 0.29746194 0.19268532 0.20767925 0.23301732 0.44668823 0.17752545
 0.14700268 0.28833682 0.33956127 0.21746474 0.16043867 0.09620324
 0.03561684 0.07929361 0.491397   0.38580377 0.38865438 0.16916451
 0.28867353 0.18349305 0.04712845 0.         0.00344907 0.0066678
 0.03168099 0.00391808 0.36220116 0.38656595 0.16745018 0.0324733 ]",siamese,['ragdoll']
27,"[0.26923911 0.10972141 0.14982913 0.20372625 0.16037127 0.3856748
 0.40317483 0.31177093 0.34399961 0.28160699 0.2306962  0.24478831
 0.17511439 0.11165919 0.16711355 0.18831692 0.30516004 0.03782522
 0.10155426 0.14823008 0.15188499 0.58996314 0.30351463 0.20854174
 0.32271723 0.20421151 0.28882754 0.26808234 0.08282926 0.02943627
 0.08788412 0.22323931 0.1510487  0.05586575 0.11490338 0.
 0.05786541 0.43492786 0.29144131 0.44406595 0.43888459 0.15849235
 0.06081212 0.11752041 0.01331642 0.0290058  0.02400965 0.49937308]",siamese,['siamese']
28,"[0.22982686 0.10629944 0.14907096 0.08838217 0.10898397 0.17027393
 0.3682616  0.44329836 0.20141594 0.18591866 0.5380471  0.1964752
 0.11192992 0.10010813 0.10198006 0.31090919 0.14113975 0.0396585
 0.04141861 0.11764558 0.16571307 0.17292967 0.19002846 0.73777094
 0.13850218 0.08496823 0.08098894 0.1939661  0.03527075 0.00953031
 0.04504437 0.50121868 0.25576909 0.21510117 0.10519706 0.24467213
 0.         0.42425875 0.42446447 0.55964145 0.27438731 0.10507797
 0.22441066 0.06799444 0.         0.         0.         0.05201446]",siamese,['siamese']
29,"[0.39463257 0.14947696 0.22290395 0.18724202 0.23896575 0.28071484
 0.35671057 0.26133649 0.261242   0.29599838 0.18757174 0.33118633
 0.17660941 0.15124476 0.17707249 0.13993175 0.44893252 0.16546701
 0.22590403 0.18734905 0.32634913 0.42116126 0.18656857 0.27930968
 0.16460209 0.09709576 0.23823355 0.35206903 0.14928842 0.12464261
 0.16471662 0.07785901 0.781872   0.24258945 0.16871898 0.06595316
 0.01137769 0.5136918  0.0433343  0.         0.         0.
 0.         0.         0.07595742 0.07552199 0.13929627 0.01573166]",siamese,['ragdoll']
30,"[0.46115871 0.10796093 0.14759898 0.29056617 0.2085399  0.2271103
 0.26056587 0.28752183 0.27983501 0.37959002 0.25383389 0.24787032
 0.18636392 0.13148705 0.09084563 0.1236557  0.68797129 0.04314955
 0.08983205 0.10741798 0.20160031 0.25410461 0.14929774 0.1288487
 0.29481736 0.45666435 0.13478372 0.16450629 0.11333642 0.0130147
 0.01615822 0.08460124 0.78552258 0.02642328 0.15256973 0.11717239
 0.14882628 0.13296468 0.         0.16399105 0.51771767 0.07417712
 0.04082506 0.01632909 0.0261401  0.00660216 0.         0.04830324]",siamese,['siamese']
31,"[0.29555264 0.13263614 0.27620307 0.15575394 0.14098772 0.3409779
 0.29474318 0.36246747 0.17573254 0.2794583  0.26684205 0.33113569
 0.17407971 0.13635846 0.22074218 0.22945656 0.38552308 0.12769148
 0.14999759 0.19728171 0.10061823 0.24187046 0.11604812 0.66183399
 0.14394177 0.09718889 0.09411667 0.13849886 0.07311016 0.03997715
 0.18838092 0.3910183  0.26963998 0.05704704 0.00580646 0.01477518
 0.05838119 0.10438884 0.05652603 0.74270555 0.01756532 0.0027085
 0.         0.01257107 0.04387534 0.02559534 0.13254927 0.57797266]",siamese,['siamese']
32,"[0.33281911 0.09473261 0.14309929 0.09063926 0.09668459 0.13679948
 0.25919803 0.2883317  0.30113368 0.40801162 0.30157524 0.18820019
 0.12498378 0.24803297 0.26319897 0.37847931 0.24622622 0.08377609
 0.11992987 0.19152119 0.181444   0.31318918 0.16170515 0.19422142
 0.21754843 0.59525569 0.27739684 0.31176287 0.19304077 0.04914054
 0.17669094 0.1992732  0.2179987  0.05207996 0.06591797 0.
 0.05746012 0.0993615  0.15158021 0.16046828 0.39098215 0.09384573
 0.3536206  0.2729151  0.12669926 0.13255554 0.5709408  0.40338163]",siamese,['ragdoll']
33,"[0.35475819 0.08541525 0.0274307  0.05109295 0.06163566 0.12997257
 0.37577373 0.37206855 0.39721901 0.2969054  0.46705124 0.140065
 0.14287137 0.15395692 0.12882926 0.13693954 0.14196112 0.0220056
 0.00899634 0.07667994 0.15248872 0.17897409 0.43120243 0.33522575
 0.58397399 0.23411633 0.42780608 0.16427693 0.03632051 0.09947098
 0.01699313 0.04962078 0.31692672 0.13125722 0.06175571 0.19906304
 0.09442756 0.1562015  0.13567926 0.31744788 0.51261466 0.16031084
 0.10514711 0.30950121 0.19353221 0.47116271 0.09086363 0.15285995]",siamese,['siamese']
34,"[0.23607314 0.07925957 0.04789607 0.0712393  0.11211092 0.16909215
 0.37285358 0.27963874 0.30149066 0.42594664 0.49705219 0.22410698
 0.17484242 0.16930008 0.1622787  0.13061758 0.20473542 0.07153873
 0.03485119 0.10423226 0.13245497 0.21182856 0.32567592 0.39035482
 0.30281871 0.38665098 0.56902169 0.18128218 0.08362826 0.08179363
 0.01881704 0.09024564 0.52077371 0.05385574 0.         0.
 0.06774465 0.24714499 0.41222414 0.41391692 0.46839117 0.12281632
 0.2280442  0.00993827 0.06925524 0.11333426 0.         0.12145109]",siamese,['siamese']
35,"[0.42156499 0.09242963 0.19201018 0.18259822 0.11289341 0.22904352
 0.22742272 0.33564283 0.33972351 0.24930694 0.31236919 0.25323095
 0.24074487 0.28106903 0.13661968 0.13804848 0.57500171 0.07909927
 0.16711583 0.17234231 0.27946978 0.5475445  0.16101871 0.1831904
 0.14612732 0.24382656 0.21711132 0.17180048 0.06637474 0.05242094
 0.01257814 0.05765068 0.         0.03426709 0.1779333  0.42913149
 0.47713685 0.17128811 0.44859252 0.24772262 0.19064611 0.23812043
 0.20901664 0.22355062 0.0976915  0.23567553 0.10776843 0.        ]",siamese,['ragdoll']
36,"[0.44425967 0.19748334 0.08768809 0.16998481 0.20520838 0.16392064
 0.21566236 0.27356973 0.38039289 0.38848037 0.34659669 0.24843516
 0.10760358 0.1299403  0.12492246 0.12322688 0.71624741 0.15916286
 0.11024677 0.1129871  0.02833986 0.04376717 0.15618559 0.36236645
 0.37889755 0.20550151 0.20556063 0.08217372 0.13033892 0.04016223
 0.12378894 0.09791551 0.9549981  0.11416529 0.00605716 0.06275103
 0.01162285 0.04283174 0.14250008 0.08250763 0.08659411 0.0562176
 0.1026834  0.04925077 0.03493043 0.         0.02641508 0.1278309 ]",siamese,['siamese']
37,"[0.63323306 0.08998584 0.05137745 0.06814567 0.12728238 0.16330046
 0.25575498 0.21326001 0.27817999 0.33167091 0.21607632 0.12257739
 0.2581713  0.16219826 0.22754313 0.18983211 0.76042143 0.04098146
 0.0242916  0.01630249 0.04928308 0.13546664 0.0824145  0.14579642
 0.32071964 0.31811165 0.23779897 0.15422907 0.25566437 0.06208525
 0.07561875 0.10519997 0.87277644 0.02250895 0.00237518 0.00414388
 0.02438957 0.         0.0060424  0.05533678 0.3244036  0.07229802
 0.31514497 0.0724276  0.         0.03808934 0.09665356 0.09065753]",siamese,['siamese']
38,"[0.28440767 0.07463916 0.03999484 0.03261553 0.05704937 0.17418327
 0.31798398 0.38009007 0.34444231 0.29472196 0.52706474 0.25240725
 0.11548916 0.17952796 0.12375871 0.15430081 0.15569355 0.0163567
 0.03730534 0.06254257 0.14956427 0.24178071 0.34776817 0.40304025
 0.55744748 0.19013879 0.47055526 0.16613518 0.04728891 0.07364595
 0.02653929 0.0411009  0.31557809 0.         0.06214251 0.15634
 0.14340922 0.45415868 0.05024123 0.24566439 0.40994898 0.12588572
 0.30002418 0.25454181 0.20254837 0.38594146 0.10871666 0.20468931]",siamese,['siamese']
39,"[3.52996406e-01 1.82866561e-01 1.08580124e-01 7.31507507e-02
 1.12683399e-01 2.25833452e-01 2.56430530e-01 5.35929514e-01
 3.16640922e-01 2.75471530e-01 3.45577808e-01 1.23718102e-01
 9.87399104e-02 1.14215731e-01 1.35032505e-01 2.37133963e-01
 3.13544120e-01 5.00865428e-02 4.68716659e-02 4.76660429e-02
 1.34045067e-01 2.80097594e-01 2.36037454e-01 7.83684086e-01
 1.72784053e-01 8.12525407e-02 6.85774042e-02 8.96745329e-03
 3.41927847e-02 3.64848152e-02 2.86923222e-02 2.89572326e-01
 1.43566377e-01 5.28535367e-02 8.53747944e-02 0.00000000e+00
 8.54319364e-02 1.96935281e-01 6.32949649e-02 9.52820363e-01
 1.00843097e-01 1.92340567e-02 2.78119895e-02 6.16922432e-03
 0.00000000e+00 6.93856702e-04 0.00000000e+00 0.00000000e+00]",siamese,['siamese']
40,"[0.5227768  0.10612371 0.14255047 0.08702001 0.05789246 0.13148848
 0.52895527 0.33200156 0.25198942 0.12719159 0.26193166 0.17091934
 0.21591168 0.1366276  0.154584   0.10104666 0.61601025 0.06295113
 0.07417502 0.03590927 0.05460452 0.07785711 0.65061027 0.20444754
 0.23789412 0.14297649 0.09194365 0.06324773 0.07895541 0.02754332
 0.12274176 0.1552201  0.89556277 0.08874104 0.03374827 0.02657881
 0.07632598 0.20350144 0.34013343 0.05317954 0.11601786 0.
 0.05088735 0.02337902 0.04811541 0.         0.         0.05981909]",siamese,['ragdoll']
41,"[0.14074381 0.22501189 0.17242334 0.16533626 0.24366131 0.22114993
 0.33694865 0.18909912 0.18060469 0.38310005 0.38427874 0.23417198
 0.27270575 0.17289189 0.31376877 0.17413415 0.01670184 0.14654447
 0.35463961 0.31963108 0.5202367  0.16519258 0.26248718 0.07266581
 0.11898104 0.51512972 0.14975063 0.14978048 0.07521774 0.04779752
 0.16690726 0.13424949 0.15763276 0.37775498 0.66124021 0.02024668
 0.00182288 0.01505168 0.         0.0116978  0.06015107 0.26262434
 0.41463819 0.14007316 0.17977462 0.26419775 0.15216096 0.07092595]",siamese,['siamese']
42,"[2.48052075e-01 1.23410974e-01 2.52390217e-01 2.72273046e-01
 1.15689707e-01 2.74256297e-01 4.84888553e-01 3.61833390e-01
 1.90035964e-01 2.42979868e-01 3.38716376e-01 2.26615480e-01
 1.30120122e-01 1.13292528e-01 1.81951436e-01 8.15874948e-02
 2.08528298e-03 1.16295996e-03 4.43007486e-04 4.32655500e-04
 9.79163983e-02 2.90016161e-01 4.88337283e-01 4.71316252e-01
 3.25968485e-01 1.44362661e-01 3.82071462e-01 3.52782889e-01
 8.33663893e-02 6.54162918e-02 1.92122518e-01 3.72848721e-03
 1.77544964e-03 5.01902022e-03 0.00000000e+00 1.60987772e-03
 0.00000000e+00 1.15101024e-01 3.01242583e-01 5.70111003e-02
 4.12735562e-02 2.50333151e-02 3.95992385e-01 2.21634405e-01
 3.26177038e-02 1.03740104e-01 8.20051737e-01 1.22773355e-02]",siamese,['rblue']
